Name,Northing,Easting,Elevation,Description
112,5011.633330,5000.607075,100.860329,EL_C3_3_E
113,5010.923461,4999.973820,100.866079,EL_C3_3_S
114,5011.586759,4999.281053,100.854798,EL_C3_3_W
115,5011.613572,4999.976527,100.880702,EL_C3_3_C
116,5010.869930,4999.960352,100.621127,EL_B2_3_N
117,5010.510786,5000.109640,100.611721,EL_B2_3_E
118,5010.643359,5000.207426,100.615514,EL_B2_3_E
119,5010.524768,5000.123566,100.613414,EL_B2_3_S
120,5010.734061,4999.840067,100.628564,EL_B2_3_W
121,5011.153454,5000.387125,100.633599,PF_C3_2_HB4
122,5010.780631,5000.176252,100.632148,PF_C3_2_L4
123,5011.560140,5000.618733,100.600626,EL_C2_3_N
124,5010.714212,5000.292082,100.616333,EL_C2_3_S
125,5010.916189,4999.967872,100.633474,EL_C2_3_W
126,5012.935332,4999.148708,100.652755,EL_C4_3_N
127,5012.289033,4999.852249,100.657499,EL_C4_3_E
128,5011.635141,4999.231977,100.626462,EL_C4_3_S
129,5012.263058,4998.533506,100.622401,EL_C4_3_W
130,5012.257159,4999.194212,100.643235,EL_C4_3_C
131,5011.656722,5001.438039,100.633703,PF_D2_3_HB5
132,5013.010169,4999.539430,100.654569,PF_D4_3_L5
133,5011.983255,5001.267269,100.611303,PF_D2_3_H6
134,5011.460044,5001.290000,100.671708,PF_D2_3_H7
135,5011.469865,5001.303300,100.662386,PF_D2_3_HM1
136,5013.315616,5003.166143,101.073725,BR
137,5011.466653,5001.283650,100.655573,PF_D2_3_HB8
138,5011.455514,5001.292627,100.659030,PF_D2_3_HB9
139,5011.387751,5001.226695,100.659463,PF_D2_3_HB10
140,5011.346786,5001.209209,100.620837,PF_D2_3A_HB11
141,5011.400032,5001.259987,100.630117,PF_D2_3A_HB12
142,5011.456021,5001.297027,100.617526,PF_D2_3A_HB13
143,5011.414797,5001.276906,100.607789,EL_D3_3A_C
144,5011.566312,5001.481097,100.607989,PF_D2_3A_HB14
145,5011.870427,5001.262036,100.597399,PF_D2_3_HB15
146,5011.801475,5001.266479,100.599453,PF_D2_3_HB16
147,5012.350299,5001.296537,100.625655,EL_D2_3_N
148,5011.739120,5001.981434,100.596241,EL_D2_3_E
149,5011.247526,5001.061492,100.606544,EL_D2_3_S
150,5011.632912,5000.659596,100.626900,EL_D2_3_W
151,5011.681275,5001.243750,100.593050,EL_D2_3_C
152,5014.423644,5000.485329,100.629063,EL_E4_3_N
153,5013.798140,5001.146290,100.601933,EL_E4_3_E
154,5013.086235,5000.519670,100.621380,EL_E4_3_S
155,5013.736136,4999.847448,100.631268,EL_E4_3_W
156,5013.748677,5000.528141,100.600639,EL_E4_3_C
157,5012.416600,5001.445258,100.602445,PF_E2_3_HB17
158,5012.653761,5001.062185,100.657653,PF_E3_3_L6
159,5012.646658,5001.756236,100.593591,PF_E2_3_HB18
160,5012.305305,5001.897567,100.587473,PF_E2_3_L8
161,5013.793868,5001.216120,100.605276,EL_E3_3_N
162,5013.120453,5001.946655,100.584708,EL_E3_3_E
163,5012.396016,5001.281159,100.627304,EL_E3_3_S
164,5013.045634,5000.552565,100.627280,EL_E3_3_W
165,5013.085566,5001.213625,100.630730,EL_E3_3_C
166,5013.017171,5000.757306,100.615638,PF_E3_3_M3
167,5013.115673,5001.312384,100.622707,PF_E3_3_M4
168,5011.999925,5002.303631,100.606790,PF_E2_3_HB19
169,5011.985474,5002.330459,100.615380,PF_E2_3_HB19
170,5011.977145,5002.353685,100.649336,PF_E2_3_HB20
171,5011.982369,5002.354365,100.619833,PF_E2_3_HB21
172,5012.001899,5002.397188,100.710827,PF_E2_3_HM2
173,5012.043664,5002.370120,100.794916,PF_E2_3_HM2
174,5012.030048,5002.376596,100.583922,PF_E2_3_HB22
175,5013.130798,5001.973970,100.584422,EL_E2_3_N
176,5012.726434,5002.423509,100.566860,EL_E2_3_E
177,5011.877345,5002.103734,100.566506,EL_E2_3_S
178,5012.389707,5001.306771,100.625134,EL_E2_3_W
179,5012.466035,5001.941049,100.586887,EL_E2_3_WC
180,5010.878693,4999.885706,100.569938,EL_B2_4_N
181,5010.728132,4999.778874,100.570301,EL_B2_4_W
182,5010.566616,5000.219152,100.567628,EL_B2_4_E
183,5010.413108,5000.158237,100.570869,EL_B2_4_S
184,5011.016410,5000.096938,100.571753,PF_C2_4_C14X1
185,5011.426680,5000.462239,100.581541,PF_C2_4_L8
186,5011.607101,5000.556566,100.570266,EL_C2_4_N
187,5010.911505,4999.910045,100.568309,EL_C2_4_W
188,5011.014993,4999.203123,100.592541,PF_B3_4_L9
189,5011.183773,5000.905599,100.558799,EL_C2_4_E
190,5010.645437,5000.279326,100.567890,EL_C2_4_S
191,5011.027624,5000.464617,100.565210,EL_C2_4_C
192,5011.236594,4999.671408,100.615078,PF_C3_4_C14X2
193,5011.283333,4999.793402,100.633688,PF_C3_4_HM3
194,5011.084941,4999.751440,100.619252,PF_C3_4_L10
195,5011.136242,4999.656328,100.575418,PF_C3_4_HB23
196,5011.530304,4999.163035,100.585281,EL_B3_4_N
197,5010.907174,4999.868669,100.569897,EL_B3_4_E
198,5010.556432,4998.808927,100.608781,EL_B3_4_S
199,5010.834635,4998.521333,100.563889,EL_B3_4_W
200,5011.067839,4999.348761,100.587245,PF_B3_4_M5
201,5011.832546,5000.946334,100.549364,PF_D2_4_HMB24
202,5011.428011,4999.370124,100.599228,PF_C3_4A_SF1
203,5011.478122,4999.609540,100.606174,PF_C3_4A_SF1
204,5011.444950,4999.764251,100.622504,PF_C3_4A_SF1
205,5011.265639,4999.887575,100.616560,PF_C3_4A_SF1
206,5011.043974,4999.818141,100.578195,PF_C3_4A_SF1
207,5011.518481,5000.796994,100.547907,PF_D2_4_HB25
208,5011.576593,4999.595774,100.573253,PF_C3_4A_L11
209,5011.816257,5001.261697,100.549743,PF_D2_4_HB26
210,5011.850017,5001.423431,100.559076,PF_D2_4_HB27
211,5011.576574,5001.456422,100.563377,PF_D2_4_HB28
212,5011.976238,5001.350169,100.536299,PF_D2_4_HB29
213,5011.159712,5000.100307,100.629254,PF_C3_4B_R1
214,5011.088993,5000.061348,100.567111,PF_C3_4B_R1
215,5011.754310,5001.502275,100.561034,PF_D2_4_HB30
216,5011.947975,5000.186799,100.671716,EL_C3_4B_N
217,5011.628038,5000.528313,100.563116,EL_C3_4B_E
218,5011.023958,4999.980554,100.575187,EL_C3_4B_S
219,5011.541881,5000.018974,100.622233,EL_C3_4B_W
220,5011.974780,5001.594700,100.553878,PF_D2_4_HB31
221,5011.824482,5001.741081,100.570760,PF_D2_4_HB32
222,5011.712173,5001.894096,100.572596,PF_D2_4_HB33
223,5011.941546,4999.957264,100.919709,PF_C3_4_L12
224,5012.310934,5001.253519,100.548884,EL_D2_4_N
225,5011.804201,5001.802312,100.570917,EL_D2_4_E
226,5011.629599,5000.548502,100.565020,EL_D2_4_W
227,5011.248707,5001.006983,100.557789,EL_D2_4_S
228,5011.682074,5001.181947,100.535676,EL_D2_4_C
229,5011.982169,4999.566973,100.601702,PF_C3_4_L13
230,5011.927388,5000.817180,100.559945,PF_D3_4A_L14
231,5011.834729,5000.690480,100.579607,PF_D3_4A_HM4
232,5012.290691,4999.818784,100.589691,EL_C3_4_N
233,5011.757043,5000.399515,100.574478,EL_C3_4_E
234,5011.513329,4999.861123,100.574962,EL_C3_4_S
235,5011.614997,4999.173619,100.587800,EL_C3_4_W
236,5011.731813,5000.197471,100.576968,ROCK9
237,5011.461323,5000.213974,100.564872,ROCK9
238,5011.539994,4999.869794,100.577608,ROCK9
239,5011.748424,4999.289674,100.588899,PF_C4_4_HM5
240,5012.621797,5000.849565,100.614681,PF_D3_4_HM6
241,5012.000465,5000.172577,100.645778,PF_D3_4_HM7
242,5012.038056,5000.298391,100.590850,PF_D3_4_L15
243,5012.477596,5000.027898,100.595483,PF_D3_4_L16
244,5012.312664,4999.358336,100.581021,PF_C4_4_R2
245,5012.516879,4999.225320,100.614387,PF_C4_4_L17
246,5012.144272,5000.197649,100.577805,PF_D3_4_L18
247,5012.974520,5000.483481,100.565000,EL_D3_4_N
248,5012.359622,5001.187720,100.556662,EL_D3_4_E
249,5011.663721,5000.532941,100.567607,EL_D3_4_S
250,5012.272770,4999.885429,100.560515,EL_D3_4_W
251,5012.285442,5000.542792,100.588515,EL_D3_4_C
252,5012.270508,5001.435864,100.533986,PF_E2_4_HM8
253,5012.977063,4999.105950,100.620109,EL_C4_4_N
254,5012.308485,4999.817393,100.573912,EL_C4_4_E
255,5011.554417,4999.200857,100.584205,EL_C4_4_W
256,5010.923295,4999.916887,100.565932,EL_C4_4_S
257,5011.575447,4999.876004,100.570118,EL_C4_4_C
258,5012.499382,5001.813632,100.532930,PF_E2_4_HB34
259,5012.714358,5001.638121,100.537963,PF_E2_4_L19
260,5012.659235,5000.081905,100.583479,PF_D4_4_L20
261,5013.306823,4999.733573,100.629663,PF_D4_4_L21
262,5012.292325,5001.601628,100.530224,PF_E2_4_HB35
263,5012.420670,5001.721012,100.521879,PF_E2_4_HB36
264,5012.892116,4999.651356,100.639206,PF_D4_4_L22
265,5012.526066,5001.877755,100.532117,PF_E2_4_HB37
266,5012.355409,5001.838874,100.509296,PF_E2_4_HB38
267,5012.506590,5001.808871,100.511649,PF_E2_4_HB39
268,5012.412554,5001.831397,100.508488,PF_E2_4_HB40
269,5012.429435,5001.828948,100.511581,PF_E2_4_HB41
270,5012.284058,5001.744366,100.516576,PF_E2_4_HB42
271,5012.778638,4999.481358,100.602031,PF_D4_4_L23
272,5012.310398,5002.160687,100.518509,PF_E2_4_L24
273,5012.598029,5001.645650,100.522162,PF_E2_4_L25
274,5012.731188,5002.125578,100.527517,PF_E2_4_L26
275,5012.223743,5001.832212,100.537647,ROCK10
276,5012.133610,5001.947388,100.563717,ROCK10
277,5012.047761,5001.593499,100.580612,ROCK10
278,5011.875532,5001.696553,100.590970,ROCK10
279,5012.031595,5001.793329,100.679652,ROCK10
280,5012.033236,5001.805402,100.483963,ROCK10
281,5013.160035,4999.707371,100.583698,PF_D4_4_L27
282,5013.050259,5001.935988,100.561569,EL_E2_4_N
283,5012.693295,5002.329029,100.542788,EL_E2_4_E
284,5011.849075,5001.970102,100.556665,EL_E2_4_S
285,5012.355800,5001.280522,100.530094,EL_E2_4_W
286,5012.388621,5001.931505,100.506004,EL_E2_4_C
287,5012.980072,5000.049172,100.605373,PF_D4_4_L28
288,5012.022842,5002.279044,100.549019,EL_E1_4_N
289,5011.764638,5002.047156,100.560219,EL_E1_4_W
290,5013.246315,5000.238390,100.627806,PF_D4_4_BD1
291,5013.564789,5000.086765,100.604375,PF_E4_4_L29
292,5013.839166,4999.951141,100.620771,PF_E4_4_L30
293,5012.926637,5000.109939,100.565501,PF_D4_4_L31
294,5013.494676,5000.504332,100.586550,PF_E4_4_L32
295,5013.432213,5000.514915,100.575003,PF_E4_4_L33
296,5013.677156,4999.754515,100.587514,EL_D4_4_N
297,5013.063117,5000.462713,100.565604,EL_D4_4_E
298,5012.366468,4999.846103,100.567648,EL_D4_4_S
299,5013.022585,4999.150407,100.618549,EL_D4_4_W
300,5012.933132,4999.792725,100.590040,EL_D4_4_C
301,5013.718872,5000.659821,100.567455,PF_E4_4_HM9
302,5013.862144,5000.485564,100.565063,PF_E4_4_L33
303,5013.064810,5002.917183,100.835462,BR
304,5013.069201,5002.917243,100.889043,BR
305,5013.079903,5002.917375,100.956333,BR
306,5013.084803,5002.917437,101.021905,BR
307,5013.055231,5002.917128,101.125169,BR
308,5013.081086,5002.917431,101.211877,BR
309,5013.148161,5002.918240,101.244366,BR
310,5013.198022,5002.918832,101.290735,BR
311,5013.218901,5002.919072,101.360973,BR
312,5013.218137,5002.919081,101.449475,BR
313,5013.235611,5002.919289,101.462396,BR
314,5013.245423,5002.919405,101.497976,BR
315,5013.268873,5002.919694,101.608699,BR
316,5013.297681,5002.920033,101.731423,BR
317,5013.335784,5002.920472,101.847295,BR
318,5013.378999,5002.920993,101.862632,BR
319,5013.472053,5002.922100,101.951930,BR
320,5013.671272,5002.924478,101.983227,BR
321,5013.753637,5002.925460,102.012982,BR
322,5013.769767,5002.925646,102.108492,BR
323,5013.778095,5002.925741,102.172005,BR
324,5013.784098,5002.925812,102.184695,BR
325,5013.790453,5002.929155,102.340891,BR
326,5013.811444,5002.930076,102.452661,BR
327,5013.823896,5002.930217,102.491760,BR
328,5013.844798,5002.930452,102.502578,BR
329,5013.867130,5002.932882,102.558827,BR
330,5013.894328,5002.933180,102.581013,BR
331,5013.922773,5002.933490,102.654070,BR
332,5014.033278,5002.934700,102.684307,BR
333,5014.450847,5000.434519,100.545046,EL_E4_4_N
334,5013.809140,5001.188095,100.558082,EL_E4_4_E
335,5013.075035,5000.501090,100.563387,EL_E4_4_S
336,5013.715598,4999.794706,100.587964,EL_E4_4_W
337,5013.811004,5000.556489,100.540080,EL_E4_4_C
338,5013.751489,5002.786663,102.118889,BR
339,5013.737655,5002.786201,102.187770,BR
340,5013.742986,5002.786381,102.252245,BR
341,5013.730856,5002.785965,102.282031,BR
342,5013.734508,5002.786084,102.372490,BR
343,5013.738576,5002.786223,102.382848,BR
344,5013.745170,5002.786441,102.502304,BR
345,5013.756735,5002.786845,102.514735,BR
346,5013.800395,5002.788325,102.575677,BR
347,5013.882843,5002.791138,102.666053,BR
348,5013.877680,5002.784553,102.666403,BR
349,5014.047485,5002.779925,102.729552,BR
350,5010.619165,4999.984396,100.510733,PF_B2_5_L35
351,5010.657929,5000.050621,100.511039,PF_B2_5_HB43
352,5011.094999,4999.845613,100.547341,PF_C3_5_L36
353,5010.626560,5000.018370,100.494556,PF_B2_5_HM10
354,5011.132030,4999.929733,100.536416,PF_C3_5_HM11
355,5010.885019,4999.928304,100.503553,EL_B2_5_N
356,5010.612428,5000.218037,100.501824,EL_B2_5_E
357,5010.467716,5000.089025,100.510697,EL_B2_5_S
358,5010.714772,4999.768838,100.504233,EL_B2_5_W
359,5011.167821,4999.855415,100.524518,PF_C3_5_L37
360,5010.941866,4999.722933,100.522265,PF_B3_5_HB44
361,5012.008733,4999.707354,100.569953,PF_C3_5_L38
362,5011.885127,5000.191191,100.554554,PF_C3_5_L39
363,5011.367261,4999.124780,100.540395,PF_B3_5_R3
364,5011.430593,4999.199104,100.537081,PF_B3_5_R3
365,5011.324508,4999.329949,100.524379,PF_B3_5_R3
366,5011.245981,4999.255574,100.542247,PF_B3_5_R3
367,5011.367190,4999.148981,100.585860,PF_B3_5_R3
368,5011.403854,4999.206465,100.586838,PF_B3_5_R3
369,5011.331838,4999.325422,100.578198,PF_B3_5_R3
370,5011.261342,4999.232000,100.587756,PF_B3_5_R3
371,5011.334570,4999.152148,100.540374,PF_B3_5_R3
372,5011.404981,4999.197966,100.531762,PF_B3_5_R3
373,5011.348323,4999.293295,100.537544,PF_B3_5_R3
374,5011.249466,4999.262114,100.540059,PF_B3_5_R3
375,5011.773246,5000.349578,100.555403,PF_C3_5_HM12
376,5011.623350,5000.387656,100.550791,PF_C3_5_HB45
377,5011.071926,4999.955328,100.511265,PF_C3_5_HB46
378,5011.249538,4999.823911,100.537282,PF_C3_5_HB47
379,5011.132914,4999.925357,100.517349,PF_C3_5_L40
380,5010.901573,4999.069309,100.554474,PF_B3_5_C14X3
381,5011.151851,4999.946407,100.520018,PF_C3_5_L41
382,5011.316704,4999.950342,100.527238,PF_C3_5_HB48
383,5010.774859,4998.647861,100.569371,PF_B3_5_SF3
384,5010.881732,4998.831469,100.576641,PF_B3_5_SF3
385,5010.764113,4999.010887,100.578910,PF_B3_5_SF3
386,5010.531287,4998.829343,100.605010,PF_B3_5_SF3
387,5011.135686,5000.031638,100.523415,PF_C3_5_HB49
388,5010.826864,4998.581606,100.534412,PF_B3_5_HB50
389,5011.346328,5000.185756,100.581658,PF_C3_5_HB51
390,5011.336163,5000.105786,100.579040,PF_C3_5_HB51
391,5011.251348,5000.009090,100.535546,PF_C3_5_HB52
392,5010.657797,4998.786045,100.566973,PF_B3_5_HB54
393,5012.409444,4999.336611,100.572939,PF_C4_5_C14X_4
394,5010.741236,4998.610617,100.543807,PF_B3_5_SF3
395,5010.758103,4999.088760,100.542053,PF_B3_5_SF3
396,5010.542759,4998.834262,100.540421,PF_B3_5_SF3
397,5010.888701,4998.792830,100.541141,PF_B3_5_SF3
398,5011.444275,4999.187375,100.523817,PF_B3_5_SF3
399,5011.452814,4999.191084,100.525120,EL_B3_5_N
400,5010.905834,4999.889825,100.507245,EL_B3_5_E
401,5010.540819,4998.829091,100.540618,EL_B3_5_S
402,5010.828814,4998.508779,100.543234,EL_B3_5_W
403,5011.020839,4999.357437,100.541062,EL_B3_5_C
404,5011.520280,4999.551589,100.545098,PF_C3_5_L42
405,5012.398848,4998.727550,100.592640,PF_B4_5_SF4
406,5012.361607,4998.800228,100.601716,PF_B4_5_SF4
407,5012.276993,4998.787722,100.593810,PF_B4_5_SF4
408,5012.231373,4998.700182,100.595980,PF_B4_5_SF4
409,5012.300183,4998.641803,100.596771,PF_B4_5_SF4
410,5012.358216,4998.665203,100.596540,PF_B4_5_SF4
411,5010.799810,5000.113553,100.546473,PF_C2_5_L43
412,5010.912807,5000.043410,100.509077,PF_C2_5_L44
413,5012.913174,4999.107409,100.617735,EL_C4_5_N
414,5012.261796,4999.795221,100.559900,EL_C4_5_E
415,5011.632585,4999.179350,100.563759,EL_C4_5_S
416,5012.246770,4998.490215,100.574722,EL_C4_5_W
417,5012.250728,4999.155149,100.574187,EL_C4_5_C
418,5010.858266,5000.191837,100.523964,PF_C2_5_HM13
419,5011.126479,5000.165709,100.560397,PF_C2_5_HB55
420,5010.916772,5000.179758,100.518617,PF_C2_5_L45
421,5010.893690,4999.942892,100.493818,PF_C2_5_HB56
422,5012.499959,4999.748313,100.558663,PF_D4_5_HB57
423,5012.646090,4999.616388,100.556186,PF_D4_5_HB58
424,5011.321873,5000.023711,100.515919,PF_C3_5_HB53
425,5011.283166,4999.791153,100.494512,PF_C3_5_HB53
426,5011.374611,4999.923835,100.517174,PF_C3_5_HB59
427,5011.169143,4999.942125,100.508774,PF_C3_5_HB60
428,5011.178423,4999.726450,100.509159,PF_C3_5_HB61
429,5011.175533,4999.720714,100.510864,PF_C3_5_HB62
430,5011.701195,5000.347064,100.549776,PF_C3_5_HB63
431,5011.605063,5000.361207,100.558911,PF_C3_5_HB64
432,5011.658558,5000.366490,100.556428,PF_C3_5_HB65
433,5011.578887,5000.403329,100.549309,PF_C3_5_HB66
434,5011.470513,5000.336089,100.547190,PF_C3_5_HB67
435,5010.772518,5000.286136,100.503247,PF_C2_5_HB68
436,5010.717985,5000.207841,100.492245,PF_C2_5_HB68
437,5011.234554,5000.270823,100.551959,PF_C2_5_HB69
438,5010.891754,5000.457979,100.522223,PF_C2_5_L46
439,5012.694533,4999.633688,100.556686,PF_D4_5_HB70
440,5011.740333,5000.379170,100.552606,PF_C3_5_L47
441,5011.699849,5000.461258,100.550414,PF_C3_5_L48
442,5012.539530,4999.901251,100.531641,PF_D4_5_C14X_5
443,5011.283335,5000.166697,100.528875,PF_C3_5_HB71
444,5011.971109,5000.084954,100.532852,PF_C3_5_HB72
445,5011.280749,5000.672424,100.555462,PF_C2_5_L49
446,5011.335754,5000.569945,100.559419,PF_C2_5_L49
447,5011.441640,5000.647604,100.559455,PF_C2_5_L49
448,5011.351759,5000.731173,100.549391,PF_C2_5_L49
449,5011.352942,5000.667493,100.547104,PF_C2_5_L49
450,5011.915939,4999.834498,100.549617,PF_C3_5_L50
451,5013.654724,4999.783721,100.574030,EL_D4_5_N
452,5013.035315,5000.428262,100.560369,EL_D4_5_E
453,5012.485138,4999.791298,100.547619,EL_D4_5_S
454,5012.932729,4999.136111,100.618710,EL_D4_5_W
455,5012.968896,4999.845029,100.571862,EL_D4_5_C
456,5011.799048,4999.905122,100.517982,PF_C3_5_HB73
457,5011.173109,5000.465551,100.497009,PF_C2_5_L51
458,5010.926445,5000.418846,100.493746,PF_C2_5_HB74
459,5013.504367,5000.677542,100.550701,PF_E4_5_C14X_6
460,5012.006398,4999.984993,100.564799,PF_C3_5_R4
461,5011.973515,4999.926681,100.559165,PF_C3_5_R4
462,5012.048284,4999.902545,100.560491,PF_C3_5_R4
463,5012.041791,4999.949472,100.562246,PF_C3_5_R4
464,5012.005043,4999.934547,100.534280,PF_C3_5_R4
465,5011.335494,5000.689139,100.507585,PF_C2_5_R5
466,5011.347510,5000.835878,100.535569,PF_C2_5_R5
467,5011.189290,5000.658322,100.514833,PF_C2_5_R5
468,5011.325745,5000.691366,100.508475,PF_C2_5_R5
469,5011.272864,5000.864836,100.554560,PF_C2_5_R5
470,5011.292060,5000.812524,100.614415,PF_C2_5_R5
471,5011.186212,5000.673908,100.564894,PF_C2_5_R5
472,5011.314682,5000.676352,100.535177,PF_C2_5_R5
473,5011.324149,5000.777391,100.537053,PF_C2_5_R5
474,5011.278558,5000.825156,100.551934,PF_C2_5_R5
475,5011.188866,5000.714623,100.536891,PF_C2_5_R5
476,5011.275247,5000.682724,100.504674,PF_C2_5_R5
477,5012.402036,5000.056114,100.514635,PF_D3_5_L55
478,5013.792943,5001.146483,100.550543,EL_E4_5_E
479,5013.075323,5000.470436,100.561851,EL_E4_5_S
480,5013.685605,4999.806135,100.573973,EL_E4_5_W
